cas_number,new_descriptors_added
68133-73-3,"['vegetal_sec', 'citronne', 'doux', 'agrume', 'vegetal', 'fruite', 'fleur_d_arbuste', 'frais', 'floral', 'mielle']"
68133-75-5,"['vegetal_vert', 'doux', 'boise', 'vegetal']"
68133-76-6,"['fruit_a_pepins', 'vegetal_sec', 'cucurbitacee', 'vegetal', 'peponide', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'fruit_rouge']"
68133-77-7,"['doux', 'fleur_du_jardin', 'vegetal', 'frais', 'vegetal_vert']"
68133-78-8,"['terreux', 'doux', 'chimique', 'boise', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'foret', 'vegetal', 'frais', 'vegetal_vert', 'mielle']"
68133-79-9,"['sucre_cuit', 'animal', 'fruit_cuit', 'empyreumatique', 'fruit_a_noyau', 'vegetal', 'vegetal_vert', 'lactone', 'plante_aromatique', 'gras', 'cuit']"
68140-48-7,"['lactique', 'musque', 'animal', 'balsamique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'gras']"
68141-17-3,"['citronne', 'boise', 'doux', 'agrume', 'balsamique', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'gras']"
68141-23-1,"['chimique', 'fleur_d_arbuste', 'frais', 'floral', 'solvant']"
68165-40-2,"['boise', 'empyreumatique', 'torrefie', 'balsamique', 'fruite', 'malte']"
68198-80-1,"['boise', 'animal', 'fruit_sec', 'phenole', 'legume', 'vegetal', 'foret', 'oleagineux', 'fruite', 'frais', 'vegetal_vert', 'gras']"
68213-87-6,"['fleur_d_arbuste', 'floral', 'vegetal_vert', 'chimique', 'gras', 'vegetal']"
68227-51-0,"['doux', 'sucre_cuit', 'boise', 'fruit_sec', 'empyreumatique', 'balsamique', 'oleagineux', 'gras', 'cuit']"
68228-09-1,"['vegetal', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
68258-95-7,"['frais', 'vegetal_vert', 'vegetal', 'fruite']"
68259-31-4,"['vegetal', 'mineral', 'frais', 'metal', 'vegetal_vert']"
68259-33-6,['doux']
68311-05-7,"['frais', 'vegetal_vert', 'chimique', 'vegetal']"
68345-22-2,"['amande_amere', 'fleur_du_jardin', 'torrefie', 'fruit_a_coque', 'fruite', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'empyreumatique', 'oleagineux', 'vegetal', 'malte', 'mielle', 'gras']"
68366-65-4,"['vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
68378-13-2,"['lactique', 'doux', 'fruit_sec', 'empyreumatique', 'torrefie', 'lacte', 'fruit_a_coque_torrefie', 'oleagineux', 'malte', 'fruite', 'gras']"
68391-29-7,"['vegetal_vert', 'gras', 'vegetal', 'fruite']"
68398-18-5,"['resineux', 'pin', 'fruit_a_noyau', 'vegetal_vert', 'plante_aromatique', 'lactone', 'boise', 'phenole', 'bois', 'bouillon', 'empyreumatique', 'vegetal', 'cuit']"
68419-46-5,"['floral', 'fleur_du_jardin']"
68459-99-4,['fleur_du_jardin']
68480-04-6,"['floral', 'bois', 'gras', 'vegetal']"
68480-06-8,"['fleur_d_arbuste', 'floral', 'boise', 'doux', 'balsamique']"
68480-08-0,"['terreux', 'vegetal', 'fruite', 'foret', 'aldehyde', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
68480-11-5,"['fleur_d_arbuste', 'vegetal_vert', 'vegetal', 'fruite']"
68480-14-8,"['frais', 'vegetal_vert', 'vegetal']"
68480-15-9,"['animal', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'phenole']"
68480-26-2,['fruit_a_pepins']
68480-27-3,"['fleur_d_arbuste', 'floral']"
68480-28-4,"['boise', 'chimique', 'doux', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'vegetal', 'frais', 'vegetal_vert', 'solvant']"
68489-14-5,"['menthe', 'frais', 'vegetal_vert', 'vegetal']"
68516-18-7,"['vegetal_vert', 'gras', 'vegetal', 'fruite']"
68527-06-0,"['vegetal', 'vegetal_vert', 'aldehyde_frais', 'gras']"
68527-74-2,"['boise', 'empyreumatique', 'torrefie', 'lacte', 'balsamique', 'malte', 'floral']"
68527-76-4,"['lactique', 'chimique', 'balsamique', 'medicinal', 'boise', 'phenole']"
68527-77-5,"['chimique', 'fleur_du_jardin', 'vegetal', 'aldehyde', 'menthe', 'frais', 'vegetal_vert', 'medicinal', 'aldehyde_frais', 'gras', 'phenole']"
68555-28-2,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
68555-53-3,"['cucurbitacee', 'legume', 'vegetal', 'peponide', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
68555-57-7,"['agrume', 'fleur_d_arbre', 'fleur_d_arbuste', 'mielle']"
68555-58-8,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'mineral', 'frais', 'metal', 'vegetal_vert', 'aldehyde_frais']"
68555-60-2,"['frais', 'floral', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
68555-61-3,"['vegetal_sec', 'terreux', 'sucre_cuit', 'doux', 'fleur_du_jardin', 'legume', 'balsamique', 'frais', 'vegetal_vert', 'racine', 'lactone', 'fruit_rouge', 'bois', 'empyreumatique', 'vegetal', 'coumarine', 'cuit']"
68555-62-4,"['vegetal_sec', 'fruit_sec', 'fleur_du_jardin', 'oleagineux', 'fruite', 'vegetal', 'floral', 'gras']"
68555-63-5,"['sucre_cuit', 'fruit_cuit', 'empyreumatique', 'biscuit', 'malte', 'fruit_rouge', 'cereale', 'grille']"
68555-65-7,"['fruit_a_pepins', 'pomme', 'fruit_sec', 'oleagineux', 'peponide', 'fruite', 'vegetal', 'frais', 'vegetal_vert']"
68555-94-2,"['floral', 'fleur_du_jardin', 'fruite']"
68555-95-3,"['citronne', 'vegetal', 'fruite', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
68608-32-2,"['resineux', 'bois', 'vegetal']"
68611-23-4,"['doux', 'balsamique', 'mineral', 'metal', 'boise']"
68648-34-0,"['resineux', 'bois', 'vegetal']"
68683-20-5,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
68683-25-0,['fleur_du_jardin']
68697-67-6,"['vegetal_sec', 'vegetal']"
68698-57-7,"['epice', 'fruite']"
68698-58-8,"['floral', 'frais', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
68698-59-9,"['fruit_exotique', 'fruit_a_pepins', 'vegetal', 'vegetal_vert', 'gras']"
68705-63-5,"['fleur_d_arbuste', 'fruit_a_pepins', 'floral']"
68738-94-3,"['fleur_du_jardin', 'vegetal', 'fruite', 'peponide', 'vegetal_vert']"
68738-99-8,"['fleur_d_arbre', 'vegetal', 'fruite', 'vegetal_vert', 'mielle']"
68797-68-2,"['floral', 'fleur_du_jardin']"
68804-02-4,"['bois', 'fleur_du_jardin', 'vegetal', 'fleur_d_arbuste', 'floral']"
68820-35-9,"['vegetal', 'fruite', 'frais', 'vegetal_vert', 'aldehyde_frais']"
68845-00-1,"['vegetal_sec', 'doux', 'fleur_du_jardin', 'balsamique', 'vegetal', 'floral']"
68845-02-3,"['fleur_du_jardin', 'vegetal', 'floral', 'vegetal_vert', 'gras']"
68845-36-3,"['floral', 'fleur_du_jardin']"
68877-29-2,"['doux', 'bois', 'vegetal']"
68892-05-7,"['fleur_d_arbuste', 'vegetal_vert', 'vegetal']"
68901-15-5,"['fruit_exotique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
68901-22-4,"['musque', 'doux', 'boise', 'balsamique']"
68901-32-6,"['fleur_d_arbuste', 'lactique', 'frais', 'vegetal_vert', 'vegetal']"
68912-13-0,"['vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
68922-10-1,"['fruit_a_pepins', 'doux', 'fleur_du_jardin', 'vegetal', 'fruite', 'aldehyde', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'mielle', 'aldehyde_frais', 'gras', 'baie', 'fruit_noir']"
68926-75-0,['animal']
68931-30-6,['fleur_d_arbuste']
68938-58-9,"['mineral', 'metal', 'vegetal_vert', 'vegetal']"
68959-28-4,"['vegetal_sec', 'fruit_sec', 'fruit_a_noyau', 'balsamique', 'frais', 'lactone', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'coumarine']"
68966-86-9,"['bois', 'vegetal']"
68973-20-6,"['cucurbitacee', 'animal', 'legume', 'vegetal', 'aldehyde', 'graisse_animale', 'frais', 'vegetal_vert', 'aldehyde_frais']"
68991-97-9,"['frais', 'boise', 'doux', 'chimique', 'fleur_du_jardin']"
69038-78-4,"['doux', 'boise', 'chimique', 'epice', 'medicinal', 'phenole']"
69103-01-1,"['citronne', 'agrume', 'vegetal', 'fruite', 'aldehyde', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
69103-20-4,"['fruit_a_pepins', 'boise', 'vegetal', 'balsamique', 'aldehyde', 'fruite', 'fleur_d_arbuste', 'mineral', 'floral', 'vegetal_vert', 'plante_aromatique', 'metal', 'aldehyde_frais', 'gras']"
69103-24-8,"['vegetal', 'fruite', 'aldehyde', 'floral', 'vegetal_vert', 'epice', 'aldehyde_frais', 'gras']"
69112-21-6,"['fruit_a_pepins', 'frais', 'vegetal_vert', 'vegetal']"
69121-78-4,"['fruit_exotique', 'fruit_a_pepins', 'pomme', 'vegetal', 'peponide', 'frais', 'vegetal_vert', 'fruit_rouge', 'baie', 'fruit_noir']"
69134-53-8,"['doux', 'sucre_cuit', 'empyreumatique', 'cuit']"
69300-15-8,"['fleur_d_arbuste', 'fruit_a_noyau']"
69382-62-3,"['empyreumatique', 'cuit']"
69486-14-2,"['vegetal_sec', 'vegetal', 'frais', 'vegetal_vert', 'lactone', 'coumarine']"
69830-91-7,"['vegetal_vert', 'gras', 'vegetal']"
69830-92-8,['lactique']
69834-10-2,"['lactique', 'bois', 'gras', 'vegetal']"
69898-48-2,"['doux', 'sucre_cuit', 'boise', 'empyreumatique', 'balsamique', 'cuit']"
69925-33-3,['fruit_exotique']
69929-16-4,"['fleur_d_arbuste', 'fruite']"
69929-17-5,"['fleur_du_jardin', 'agrume', 'vegetal', 'fruite', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
70092-23-8,"['vegetal_vert', 'legume', 'vegetal']"
70172-07-5,"['frais', 'chimique', 'solvant']"
70214-77-6,"['terreux', 'boise', 'animal', 'moisi', 'vegetal', 'frais', 'vegetal_vert', 'fermentaire']"
70220-06-3,"['fruit_a_pepins', 'pomme', 'vegetal', 'vegetal_vert']"
70266-48-7,"['fleur_d_arbuste', 'fruit_a_noyau', 'fruite']"
70788-30-6,"['doux', 'bois', 'balsamique', 'vegetal', 'floral']"
70851-60-4,"['doux', 'boise']"
70851-61-5,"['lactique', 'vegetal_sec', 'doux', 'fruit_sec', 'balsamique', 'fruite', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'fermentaire', 'boise', 'phenole', 'fruit_exotique', 'chimique', 'empyreumatique', 'biscuit', 'oleagineux', 'vegetal', 'coumarine', 'cuit']"
70955-71-4,"['lactique', 'bois', 'fruit_sec', 'fruit_a_coque', 'vegetal', 'oleagineux', 'fruite', 'gras']"
71048-82-3,"['fleur_d_arbuste', 'floral', 'vegetal_vert', 'vegetal']"
71077-31-1,"['fleur_du_jardin', 'fleur_d_arbre', 'vegetal', 'vegetal_vert', 'gras']"
71078-31-4,"['fruite', 'fruit_noir']"
71118-98-4,"['boise', 'balsamique', 'doux']"
71159-90-5,"['chimique', 'bois', 'agrume', 'legume', 'vegetal', 'fruite', 'produit_petrolier']"
71172-75-3,"['doux', 'sucre_cuit', 'chimique', 'empyreumatique', 'frais', 'solvant', 'cuit']"
71298-42-5,['epice']
71348-47-5,"['vegetal_sec', 'terreux', 'doux', 'legume', 'balsamique', 'frais', 'racine', 'vegetal_vert', 'lactone', 'plante_aromatique', 'epice', 'boise', 'solvant', 'anise', 'chimique', 'bois', 'vegetal', 'coumarine']"
71477-77-5,"['vegetal_sec', 'terreux', 'doux', 'legume', 'balsamique', 'frais', 'racine', 'vegetal_vert', 'lactone', 'aldehyde_frais', 'boise', 'bois', 'vegetal', 'aldehyde', 'gras', 'coumarine']"
71500-37-3,['fruit_exotique']
71566-51-3,"['fruit_sec', 'oleagineux', 'fruite', 'aldehyde', 'vegetal', 'frais', 'vegetal_vert', 'epice', 'aldehyde_frais', 'gras']"
71566-53-5,"['terreux', 'boise', 'moisi', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'epice', 'aldehyde_frais', 'plante_aromatique', 'gras', 'fermentaire']"
71605-84-0,"['doux', 'fleur_d_arbuste', 'floral', 'boise']"
71605-85-1,"['chimique', 'boissons_alcoolisees', 'fleur_d_arbre', 'fruite', 'boisson_fermentee', 'fleur_d_arbuste', 'mielle', 'gras', 'fermentaire']"
71648-34-5,"['resineux', 'doux', 'pin', 'bois', 'fleur_d_arbre', 'vegetal', 'frais', 'phenole']"
71648-43-6,"['vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'mielle', 'boise']"
71660-03-2,"['vegetal', 'frais', 'vegetal_vert', 'plante_aromatique']"
71662-27-6,"['lactique', 'gras']"
71735-79-0,"['resineux', 'bois', 'vegetal', 'balsamique', 'floral']"
71832-76-3,"['musque', 'doux', 'boise', 'balsamique']"
71978-00-2,"['fruit_exotique', 'vegetal', 'peponide', 'frais', 'vegetal_vert']"
71978-01-3,"['fruit_exotique', 'peponide']"
72007-81-9,"['vegetal_sec', 'fleur_du_jardin', 'vegetal']"
72089-08-8,"['fruit_sec', 'bois', 'oleagineux', 'fruite', 'aldehyde', 'vegetal', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
72117-72-7,['fleur_du_jardin']
72175-33-8,"['fleur_d_arbre', 'vegetal', 'peponide', 'fleur_d_arbuste', 'vegetal_vert']"
72203-97-5,"['frais', 'vegetal_vert', 'vegetal']"
72207-94-4,"['lactique', 'doux', 'sucre_cuit', 'boise', 'empyreumatique', 'balsamique', 'floral', 'cuit']"
72214-23-4,"['citronne', 'fruite', 'fleur_d_arbuste', 'frais']"
72257-53-5,"['boise', 'chimique', 'bois', 'vegetal', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'phenole']"
72276-09-6,"['fruit_exotique', 'fruit_a_pepins', 'chimique', 'fruite', 'frais', 'solvant']"
72402-00-7,"['chimique', 'vegetal', 'fruite', 'menthe', 'frais', 'vegetal_vert', 'medicinal', 'phenole']"
72403-67-9,"['fleur_du_jardin', 'fleur_d_arbre', 'vegetal', 'fruite', 'floral', 'vegetal_vert']"
72429-08-4,"['doux', 'agrume', 'fleur_d_arbre', 'vegetal', 'fruite', 'aldehyde', 'frais', 'floral', 'vegetal_vert', 'mielle', 'aldehyde_frais', 'gras', 'baie']"
72437-56-0,['empyreumatique']
72472-02-7,"['frais', 'vegetal_vert', 'vegetal']"
72611-71-3,"['fruit_sec', 'vegetal', 'oleagineux', 'frais', 'vegetal_vert', 'gras']"
72681-03-9,"['fleur_du_jardin', 'vegetal', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert']"
72724-82-4,"['agrume', 'fruite']"
72779-06-7,"['empyreumatique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'grille']"
72797-16-1,"['gras', 'fruit_sec', 'empyreumatique', 'oleagineux', 'fruite']"
72797-17-2,"['fruit_sec', 'cacahuete', 'empyreumatique', 'torrefie', 'fruit_a_coque_torrefie', 'oleagineux', 'fruite', 'pyrazique', 'gras']"
72797-28-5,"['boise', 'balsamique', 'doux']"
72845-40-0,"['terreux', 'boise', 'moisi', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'epice', 'anise', 'fermentaire']"
72854-42-3,"['moisi', 'vegetal', 'frais', 'vegetal_vert', 'boise', 'gras', 'fermentaire']"
72881-27-7,"['vegetal', 'frais', 'vegetal_vert', 'fermentaire']"
72894-07-6,"['fleur_d_arbuste', 'floral']"
72894-12-3,"['fleur_d_arbre', 'vegetal', 'fruite', 'fleur_d_arbuste', 'vegetal_vert', 'mielle', 'gras']"
72903-27-6,"['fruit_a_pepins', 'chimique', 'frais', 'solvant', 'fruit_rouge']"
72928-51-9,"['frais', 'floral', 'fleur_du_jardin', 'fruite']"
72928-52-0,"['resineux', 'bois', 'phenole', 'vegetal', 'frais', 'gras']"
72987-62-3,['empyreumatique']
73003-91-5,"['fleur_d_arbuste', 'floral', 'doux', 'fruit_a_noyau']"
73018-51-6,"['citronne', 'sucre_cuit', 'empyreumatique', 'vegetal', 'fruite', 'vegetal_vert', 'epice', 'fruit_rouge', 'cuit']"
73019-15-5,"['boise', 'chimique', 'doux', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'fruite', 'boisson_fermentee', 'fermentaire']"
73398-84-2,"['vegetal_vert', 'vegetal']"
73545-15-0,"['fruit_exotique', 'fruit_a_pepins']"
73545-16-1,"['fruit_exotique', 'fruit_a_pepins', 'vegetal', 'frais', 'vegetal_vert']"
73545-18-3,"['fruit_a_pepins', 'fruite']"
73545-19-4,"['agrume', 'fruite']"
73744-93-1,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
73757-27-4,"['frais', 'vegetal_vert', 'vegetal']"
74094-63-6,"['frais', 'vegetal_vert', 'vegetal', 'fruite']"
74338-72-0,"['citronne', 'vegetal', 'fruite', 'aldehyde', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
74367-97-8,"['amande_amere', 'fruit_sec', 'boise', 'fruit_a_coque', 'oleagineux', 'vegetal', 'balsamique', 'frais', 'vegetal_vert', 'gras', 'fruit_rouge']"
74568-05-1,"['vegetal_vert', 'vegetal']"
74568-06-2,"['lactone', 'fruit_a_noyau', 'fruite']"
74595-94-1,"['cacao', 'lactique', 'doux', 'empyreumatique', 'fume', 'lacte', 'malte', 'viande_fumee', 'phenole', 'cuit']"
74758-91-1,['lactique']
74758-93-3,"['alliace', 'animal', 'vegetal', 'mineral', 'metal', 'fermentaire']"
74962-98-4,"['fleur_du_jardin', 'agrume', 'legume', 'fruite', 'mineral', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'epice', 'metal', 'aldehyde_frais', 'cucurbitacee', 'vegetal', 'aldehyde']"
75039-84-8,['fleur_d_arbuste']
75147-23-8,"['vegetal_vert', 'plante_aromatique', 'vegetal']"
75166-30-2,"['fleur_du_jardin', 'floral']"
75166-31-3,"['fleur_du_jardin', 'floral']"
75490-39-0,"['empyreumatique', 'vegetal', 'fruite', 'fleur_d_arbuste', 'floral', 'vegetal_vert']"
75587-05-2,['fruit_exotique']
75587-06-3,"['lactone', 'fruit_a_noyau', 'fruite']"
75631-91-3,"['animal', 'fermentaire']"
75640-26-5,"['vegetal_sec', 'fruit_sec', 'balsamique', 'fruite', 'frais', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'gras']"
75832-79-0,"['fruite', 'baie', 'fruit_noir']"
75853-49-5,"['fruit_exotique', 'terreux', 'empyreumatique', 'legume', 'vegetal', 'graisse_animale', 'racine', 'vegetal_vert', 'plante_aromatique', 'epice']"
76238-22-7,"['fruit_a_pepins', 'lactique', 'vegetal', 'fruite', 'peponide', 'mineral', 'frais', 'metal', 'vegetal_vert']"
76649-14-4,"['lactique', 'boise', 'fruit_sec', 'moisi', 'oleagineux', 'fruite', 'peponide', 'vegetal', 'frais', 'vegetal_vert', 'gras', 'fermentaire']"
76649-16-6,"['fruit_exotique', 'fruit_a_pepins', 'boise', 'chimique', 'doux', 'boissons_alcoolisees', 'alcool_de_fut', 'vegetal', 'balsamique', 'frais', 'vegetal_vert']"
76649-17-7,"['bois', 'vegetal', 'mineral', 'metal', 'vegetal_vert', 'boise', 'gras']"
76649-22-4,"['lactique', 'frais', 'vegetal_vert', 'vegetal', 'fermentaire']"
76649-23-5,"['fruit_exotique', 'doux', 'fleur_du_jardin', 'floral', 'mielle', 'fruit_rouge', 'baie', 'fruit_noir']"
76649-25-7,"['terreux', 'amine', 'fleur_du_jardin', 'legume', 'fruite', 'floral', 'vegetal_vert', 'aldehyde_frais', 'boise', 'cucurbitacee', 'animal', 'moisi', 'vegetal', 'peponide', 'aldehyde', 'poulailler', 'fermentaire']"
76649-26-8,"['fruit_a_pepins', 'cucurbitacee', 'legume', 'vegetal', 'peponide', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
76788-46-0,"['lactique', 'cuit', 'doux', 'fruit_sec', 'empyreumatique', 'torrefie', 'lacte', 'oleagineux', 'fruite', 'malte', 'vegetal', 'gras', 'fermentaire']"
77118-93-5,"['frais', 'vegetal_vert', 'legume', 'vegetal', 'legume_vert']"
77134-01-1,"['doux', 'boise']"
77171-55-2,"['doux', 'mielle']"
77189-02-7,"['musque', 'animal']"
77311-06-9,"['empyreumatique', 'fume', 'viande_fumee', 'phenole', 'cuit']"
77311-07-0,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'pyrazique', 'gras']"
77923-74-1,"['floral', 'chimique', 'fleur_du_jardin', 'fruite']"
78053-99-3,"['frais', 'vegetal_vert', 'vegetal', 'peponide']"
78649-62-4,"['terreux', 'boise', 'moisi', 'vegetal', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'fermentaire']"
78761-38-3,"['fruit_a_pepins', 'boise', 'doux']"
78761-39-4,"['boise', 'chimique', 'doux', 'epice', 'medicinal', 'phenole']"
78989-37-4,['fruit_a_pepins']
79044-50-1,"['frais', 'vegetal_vert', 'vegetal', 'peponide']"
79893-63-3,['fruit_noir']
79915-74-5,"['vegetal', 'fruite', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'gras', 'fruit_rouge']"
80118-06-5,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
80183-38-6,"['chimique', 'vegetal', 'aldehyde', 'menthe', 'frais', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'aldehyde_frais', 'phenole']"
80417-97-6,"['vegetal_sec', 'doux', 'fruit_sec', 'balsamique', 'fruite', 'frais', 'lactone', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'gras']"
80449-58-7,"['musque', 'doux', 'animal', 'balsamique']"
80466-34-8,"['lactique', 'frais', 'vegetal_vert', 'vegetal']"
80480-24-6,"['vegetal', 'aldehyde', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
80623-07-0,"['sucre_cuit', 'boise', 'chimique', 'boissons_alcoolisees', 'empyreumatique', 'alcool_de_fut', 'balsamique', 'cuit']"
80748-58-9,"['bois', 'vegetal']"
80858-47-5,"['doux', 'fleur_du_jardin', 'vegetal', 'mineral', 'metal', 'frais', 'vegetal_vert', 'boise', 'fruit_rouge']"
80866-83-7,"['boise', 'chimique', 'boissons_alcoolisees', 'fruit_a_noyau', 'alcool_de_fut', 'vegetal', 'balsamique', 'lactone']"
81677-78-3,"['empyreumatique', 'torrefie']"
81752-87-6,"['chimique', 'vegetal', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'phenole']"
81782-77-6,"['fruit_a_pepins', 'fleur_du_jardin', 'vegetal', 'frais', 'floral', 'vegetal_vert', 'gras']"
81783-01-9,"['agrume', 'vegetal', 'fruite', 'aldehyde', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
81786-73-4,"['resineux', 'doux', 'bois', 'fleur_du_jardin', 'vegetal', 'frais', 'phenole']"
81787-06-6,"['balsamique', 'vegetal_vert', 'doux', 'vegetal']"
81925-81-7,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'malte', 'gras', 'cuit']"
82185-41-9,"['fleur_du_jardin', 'agrume', 'fruite']"
82461-14-1,"['chimique', 'bois', 'vegetal', 'fruite', 'aldehyde', 'menthe', 'frais', 'vegetal_vert', 'medicinal', 'aldehyde_frais', 'gras', 'phenole']"
82654-98-6,"['doux', 'boise', 'balsamique']"
82784-84-7,"['vegetal_vert', 'peponide', 'chimique', 'vegetal', 'fruite']"
83150-77-0,['fruite']
83418-53-5,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'gras']"
83418-54-6,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'gras']"
83469-85-6,"['vegetal_vert', 'vegetal']"
83783-86-2,"['fleur_d_arbuste', 'floral', 'fleur_d_arbre']"
83861-74-9,"['boise', 'fleur_du_jardin', 'moisi', 'vegetal', 'frais', 'floral', 'vegetal_vert', 'fermentaire']"
83926-73-2,"['boise', 'bois', 'vegetal', 'vegetal_vert', 'plante_aromatique', 'epice']"
84012-64-6,['musque']
84029-92-5,"['fleur_du_jardin', 'fruite']"
84029-93-6,['epice']
84060-80-0,"['fruit_a_pepins', 'vegetal', 'fruite', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
84110-41-8,"['vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'epice', 'anise']"
84168-28-5,"['frais', 'vegetal_vert', 'vegetal']"
84434-18-4,"['resineux', 'bois', 'vegetal', 'fruite', 'gras']"
84434-20-8,"['frais', 'vegetal_vert', 'vegetal']"
84434-65-1,"['fruit_a_pepins', 'fruit_a_noyau', 'vegetal', 'frais', 'vegetal_vert', 'lactone']"
84560-00-9,"['fleur_d_arbuste', 'vegetal_sec', 'fleur_d_arbre', 'vegetal']"
84642-56-8,"['resineux', 'bois', 'vegetal']"
84642-60-4,"['lactique', 'gras']"
